gene;value
EPS15;1871
ORC1;398
MGST2;1383
CHERP;4441
ATG16L1;1412
USP40;1176
POMGNT1;2828
RAD54L;528
MAST2;2514
DNAJA1;4428
B4GALT1;5354
CHMP5;1767
NFX1;1243
AQP6;25
DIMT1;941
IPO11;550
FOLH1;123
EIF2AK1;6301
NME8;9
EPDR1;681
SNX10;521
SEPHS1;2065
MRPL28;1437
HBQ1;5
ITPKC;1419
CEACAM6;37
FAT2;454
RBM22;4191
TMED2;14750
ERO1B;153
ZFAND6;3503
HSD17B2;0
TXLNG;867
PPEF1;78
LAT2;405
HUWE1;13966
ZW10;652
ALG9;149
MYBPC2;16
NOX4;232
ACOX3;589
MTMR2;1274
PPP1R15A;970
HSD17B14;383
TRIP6;3652
ACHE;34
FTL;64376
SRRT;3661
BAX;1335
NLK;509
PIGS;1265
ADAMTS2;2229
TMPRSS11E;0
ATXN7L3;2471
PGS1;1377
PSMC5;4144
UIMC1;490
CETP;21
MMP2;17436
MT3;17
LPCAT2;917
GNAO1;120
OGFOD1;1137
SH3BP2;3855
NOP14;2706
ADD1;7838
L2HGDH;322
TXNDC16;310
RTRAF;3169
NID2;2039
GMCL1;1081
SF3B2;8671
KLHL42;1189
GNAS;66644
DNM1L;2109
PTHLH;36
PHACTR3;9
ERGIC2;1337
TFAP2C;2216
AURKA;2250
CASS4;106
PIR;274
AAMDC;416
RFX2;462
METTL2A;1029
SULT2B1;84
ALG6;565
CNOT3;2388
GP6;20
PTPN4;570
DDX18;3213
KHSRP;12989
GNA11;2707
ASAP3;1943
EDEM2;2393
DNMT3B;459
REM1;187
TPX2;6058
FER1L4;141
PDRG1;1021
EPB41L1;7051
SLC15A1;28
DOCK9;1941
ANKRD10;1263
TGDS;431
DOCK3;75
C3orf18;391
COQ9;1459
TMEM40;10
KIF9;556
ARHGAP28;229
CRLS1;179
DEFB127;0
PPP1R13B;5258
ATRN;5795
SMOX;412
SIGLEC1;657
FKBP1A;11013
NSFL1C;2813
SLC4A11;1385
C20orf194;767
ZNF343;388
EBF4;445
CPXM1;2738
MAVS;6754
LZTS3;2931
F11;0
XRN2;4663
KIZ;512
DYNLL1;7766
TESC;24
SNX5;2875
RPL6;41804
SIRPG;40
MAPKAPK5;1646
P2RX7;339
ESF1;657
RBBP9;933
ANAPC5;4254
SLC23A2;1133
SLC8B1;994
TMEM230;5630
DZANK1;173
KDM2B;1909
CFAP61;48
LHX5;1
TASP1;285
OAS1;708
GCN1;6762
RPLP0;130382
PXN;8718
SIRT4;39
RPH3A;2
KIF16B;372
TRMT6;729
CHGB;7
PEBP1;10076
TBX5;8
BRAP;1178
ERP29;4071
NOS1;66
FUS;8878
IGBP1;4162
FXYD5;2808
ZNF302;1075
GRAMD1A;6754
FXYD3;4
HEPH;727
CDIP1;683
CMTM1;86
KCNH4;18
GANAB;21041
GMIP;1109
RBM41;339
BIRC5;1836
LAG3;70
2,00 MLF;10774
OTUB2;183
DDX24;5312
ZBTB25;652
NECAP1;529
ARHGAP4;1432
ANKRD24;32
DHX32;1548
RCOR1;2952
GPATCH2L;1156
LTBP4;1248
BLVRB;1613
SLC9A1;2049
SPTLC1;5573
PAPOLA;8221
CCNK;3434
PCBP4;2521
RGS1;2049
YPEL3;2146
MRPS33;1934
NDUFB2;3853
NUDC;5057
MAEA;3747
ICAM1;6162
STRN4;3349
IRAK3;132
LYZ;1615
SI;0
MUL1;1711
TFAP4;653
PDCD7;1052
SPG21;5427
FETUB;0
DNAJB11;1742
P3H2;322
THPO;30
CHRD;161
FLT3LG;2
RAB11FIP3;1216
GNPTG;1572
ZNF268;859
GOLGA3;2975
PABPC4;13155
CD209;30
CERS4;608
MCOLN1;752
USP48;1814
EFNB1;2116
PDPR;1115
AARS1;3553
GLG1;3849
KIF4A;1128
TNRC6A;1406
PLEKHG2;2799
DLL3;88
NAT14;266
PITPNM2;280
EXOC1;1590
RBM27;838
POU4F3;3
OSBPL8;1511
DTX2;687
NLRC4;64
PUS7;1145
LAMB4;8
NRCAM;723
LAMB1;3064
SLC26A4;3
SLC26A3;3
DLD;2562
WDR7;685
TXNL1;6993
IL5RA;6
ABCC6;52
CMTM6;9638
ITGA6;1493
RAPGEF4;120
MAP3K20;1054
SMPX;133
FH;1852
SEL1L3;4455
TF;5
CDV3;5696
MYO15A;51
ALKBH5;3155
APOH;5
NLRP1;182
PITPNM3;997
SPAG7;875
ORC6;300
ZFHX4;209
SLC17A6;0
CPA1;1
ZC3HC1;578
ESR1;4263
RGS17;35
ANGPT2;464
TMEM101;1275
CD200;1353
CCDC80;4790
CMA1;1
PSME1;3987
PPP2R3C;591
HAUS4;303
JPH4;8
MYH7;2
CEBPE;1
SLC7A8;870
OSGEP;805
SLC22A17;307
RNF31;37
SCFD1;806
G2E3;535
HECTD1;2308
HNRNPC;14826
RPGRIP1;11
SUPT16H;5206
TOX4;4063
GEMIN2;200
TGM1;463
TINF2;1678
DAZL;0
TBL1Y;0
SEMA6A;153
TRPM7;990
TYRO3;186
WDR76;300
CAPN3;71
SNAP23;1136
TBX15;22
PHGDH;3531
COL9A3;30
EZR;6877
MYL6;18955
AGO1;1845
TEKT2;38
CLSPN;517
RFFL;822
UNC13D;342
MFSD11;4499
DPYSL2;3454
TGFB2;119
GPATCH2;513
NUP50;1948
CDC45;654
COMT;2538
ADA2;4684
AC016026.1;1
3,00 VNN;16
ECHDC1;864
LRRFIP2;1215
SEC22C;1364
XYLB;289
HDAC6;1841
OR1I1;0
GABRP;31
KRT31;1
CDC6;791
UPRT;250
CDC23;1681
AAAS;2286
CBX5;6313
FMO2;1113
SUCO;974
MSH2;1741
MAP3K1;1290
DHPS;73
HOOK2;4076
NXPE1;0
ARCN1;5868
EPB41L4B;1148
TMEM38B;457
PSMD5;2660
PTGS1;17142
NUP188;3770
CRAT;2360
SH2D3C;397
NANS;2220
TBC1D2;3455
WHRN;509
PDE6C;1
CWF19L1;1226
SEMA4G;388
BTAF1;1085
IKZF5;661
BLNK;131
TLL2;22
CYP26A1;19
TDRD1;1
SORBS1;996
CRTAC1;1569
BAMBI;85
IL11;28
MYO3A;128
WAC;4681
CREM;685
NUBP2;1356
TPSD1;57
SMIM24;33
HIVEP1;1881
TREM2;832
KCNK16;0
CRISP3;4
FKBP5;1546
SRPK1;2600
BRPF3;2444
MRPS18A;2335
PGC;1
TMEM14A;1056
EFHC1;1025
NCR2;1
HSP90AB1;65491
MLN;2
CDC5L;1929
ITPR3;10178
ZNF184;385
DSP;30940
SIRT1;776
HNRNPH3;4007
IFT74;39
JAK2;192
IL12RB1;63
ABL1;5557
ACOT7;1033
SH3GLB1;2154
CDC7;279
SYDE2;55
PCSK5;531
SCD;12329
TMED1;952
ABLIM1;7125
ERMP1;1085
RAB18;2865
NRP1;2126
HSD17B7P2;62
PRTFDC1;454
PALMD;475
TSPAN15;1355
MACROH2A2;2010
WASHC2A;1836
MAST3;841
MZF1;448
OCEL1;1044
MYO9B;4499
KCNK6;1516
CATSPERG;125
PSMD8;10817
FBXL19;700
STX1B;47
HSD3B7;1071
SETD1A;1831
BCL7C;1395
MAGEB2;1
EFNA2;37
CIRBP;2691
ATP5F1D;5662
CBARP;220
PCDH11Y;0
AMELY;0
PRKY;5
IGFALS;22
HNRNPM;5366
MARCHF2;1242
NDUFB7;5449
TECR;6929
TIMM13;3525
CDC34;1314
MTAP;143
MISP;1551
CEP170B;5506
POLR2E;4861
POLRMT;1815
HCN2;48
CDHR5;9
IZUMO4;62
RASSF7;1969
GADD45B;1070
PALM;1197
MADCAM1;6
IGF2-AS;37
MKNK2;9684
ARVCF;817
TRMT2A;1428
RANBP1;6095
ZDHHC8;2354
KLHL22;894
MED15;3978
SERPIND1;0
SNAP29;2013
CRKL;3371
LZTR1;214
MMP11;36387
CECR2;23
SMARCB1;4970
P2RX6;134
DERL3;806
SLC7A4;1759
BCL2L13;1804
DDTL;2381
DDT;3
GSTT2;4
OSM;149
CABIN1;6837
TBC1D10A;686
SUSD2;7973
SF3A1;7418
GGT5;1097
RNF215;519
SEC14L2;350
SEC14L3;0
SPECC1L;823
PPIL2;2225
UPB1;1
YPEL1;922
SNRPD3;3893
1,00 PES;2861
MAPK1;5222
GGT1;0
PRODH;13
PPM1F;1180
SLC35E4;391
TOP3B;927
CRYBB3;13
CYTH4;442
ESS2;787
CRYBB2P1;576
MFNG;338
CARD10;1738
LRP5L;66
SLC25A1;5274
GRK3;395
PLA2G3;1
LGALS2;67
GGA1;2694
HIRA;365
SH3BP1;205
SEZ6L;26
LGALS1;14228
HPS4;1249
PIK3IP1;1716
Z83844.1;0
SRRD;1080
PATZ1;4070
TRIOBP;3493
TFIP11;1780
GCAT;439
GGTLC2;0
CRYBB1;25
ANKRD54;835
EIF3L;10382
SNU13;5581
MICALL1;1737
POLR2F;2902
SOX10;9
CCDC134;499
DEPDC5;417
PICK1;942
TTC28;1273
SLC16A8;56
CENPM;598
SEPTIN3;933
SLC5A1;2154
TPTEP1;28
SLC5A4;14
KDELR3;2137
CYP2D6;16
DDX17;19559
DMC1;38
TCF20;3070
HSCB;520
CBY1;1324
TOMM22;4444
RSPH14;56
XBP1;6016
RTCB;3368
JOSD1;2860
FBXO7;5193
GTPBP1;3597
POLDIP3;4529
RAB36;867
TIMP3;12545
PPP6R2;2127
SBF1;4840
SUN2;3805
CYB5R3;7723
DNAL4;1097
C22orf31;4
MIOX;13
LMF2;3540
RHBDD3;391
PACSIN2;3387
TTLL1;442
RASL10A;19
AP1B1;5842
HMGXB4;1445
TOM1;1845
NEFH;38
CHKB;19
BIK;940
HMOX1;1271
MCAT;1147
THOC5;1716
MCM5;3567
APOBEC3H;21
ARSA;968
TSPO;4326
RASD2;111
TTLL12;3624
CBX7;944
PDGFB;2022
ACR;5
CABP7;1005
RPL3;89417
ZMAT5;1443
RBFOX2;3404
SYNGR1;867
TAB1;1137
ASCC2;2412
MTMR3;2217
MIEF1;2018
APOL4;208
PNPLA5;5
APOL1;1589
PNPLA3;54
MYH9;56765
CACNA1I;15
SAMM50;2946
TXN2;3874
FOXRED2;2342
GRAP2;25
EIF3D;13369
TNRC6B;2342
SGSM3;25
IFT27;709
PVALB;33
KIAA0930;3055
NCF4;191
CSF2RB;227
SLC25A17;1182
UPK3A;4
FAM118A;484
KCTD17;747
ST13;13775
IL2RB;436
RBX1;2525
EP300;3541
L3MBTL2;1571
CHADL;267
RANGAP1;7083
ZC3H7B;6753
PHF5A;1489
ACO2;13586
POLR3H;6802
TRMU;1122
PMM1;817
DESI1;2907
CERK;5364
BRD1;2197
ZBED4;1295
MLC1;33
HDAC10;60
KCNK10;3
ABHD4;1506
KHNYN;1897
FKBP3;1133
SDR39U1;1046
CTSG;0
GZMH;15
GZMB;6
RBM23;2216
PRMT5;1765
COCH;53
AP4S1;401
POLE2;122
VCPKMT;153
2 SOS;888
CDKL1;124
NIN;542
PYGL;813
TRIM9;46
PSMC6;1323
GNPNAT1;1078
DDHD1;348
CDKN3;607
CNIH1;3212
CGRRF1;287
ATP6V1D;1097
CCDC198;0
PLEK2;205
PIGH;225
LRRC74A;0
PSMA3;1607
VTI1B;1804
TIMM9;681
GSTZ1;1279
KIAA0586;302
TMED8;835
SAMD15;67
AHSA1;4610
DAAM1;664
ISM2;20
SPTLC2;3044
RIN3;1697
LGMN;3091
ALKBH1;557
SNW1;2291
CHGA;47
ITPK1;4014
DHRS7;656
PPM1A;1383
SIX4;837
GALNT16;129
ASB2;28
CEP128;142
ERH;2590
HIF1A;3518
SUSD6;3004
SRSF5;2717
SLC10A1;1
EIF5;5784
SERPINA4;0
SLC8A3;1
DICER1;917
ZFYVE21;2070
MTHFD1;2342
TCL1A;1
ZC3H14;2920
TELO2;927
PCNX1;792
BDKRB1;10
GSKIP;1462
VRK1;818
PSMC1;2559
PAPLN;145
RPS6KA5;369
PPP4R3A;1734
C14orf93;394
PSMB5;2465
YY1;7798
ACIN1;3409
CCNB1IP1;2411
TRIP11;1185
APEX1;14390
PABPN1;317
EFS;250
ARHGAP5;1327
CINP;1803
DHRS2;4
SRP54;956
CPNE6;1
CHD8;3812
PCK2;585
PRORP;123
DCAF11;2037
PSMA6;250
NFKBIA;2893
EMC9;446
PSME2;1562
BRMS1L;163
REC8;3127
TM9SF1;142
SEC23A;1603
GMPR2;1292
PNN;2139
RABGGTA;1102
NFATC4;704
PLTP;9158
PCIF1;5040
GSS;2274
MMP9;2992
VSX1;3
TRPC4AP;4745
PYGB;3645
ABHD12;2678
PROCR;243
GINS1;811
NINL;489
CD40;506
UQCC1;2300
ZMYND8;2959
SGK2;14
IFT52;2019
MYBL2;10794
R3HDML;1
HNF4A;2
NDRG3;3594
SLA2;931
RAB5IF;928
NFATC2;446
RIMS4;3431
PABPC1L;1175
STK4;2215
SALL4;353
ADNP;5855
PFDN4;1071
DOK5;1520
CSTF1;2290
BMP7;1743
RAE1;2946
TPD52L2;9351
DNAJC5;4490
NELFCD;5764
CTSZ;7480
PRPF6;7801
TUBB1;259
PRELID3B;6119
HRH3;3
MTG2;1414
PSMA7;8981
SLCO4A1;65
NTSR1;4
MRGBP;893
TCFL5;729
DIDO1;4522
GID8;5034
SLC17A9;386
BIRC7;6
NKAIN4;24
ARFGAP1;3149
AVP;0
COL20A1;7
CHRNA4;3
EEF1A2;60
PTK6;139
GMEB2;1607
C20orf27;3088
SPEF1;64
CDC25B;4694
ISM1;1081
RNF24;2212
ARFRP1;1105
NDUFAF5;527
SEL1L2;3
TRIB3;1258
RASSF2;830
CSNK2A1;5222
SLC52A3;282
RPS10P5;26
ANGPT4;1
RSPO4;889
CDS2;1592
PROKR2;97
HM13;10083
SNPH;200
MYLK2;72
SIRPB1;25
SEC23B;2532
FERMT1;337
HAO1;0
PDYN;37
CCM2L;66
PLCB4;334
MYL9;17931
HCK;490
TM9SF4;7068
TLDC2;639
CRNKL1;1254
POFUT1;4004
SAMHD1;6347
PAK5;44
KIF3B;4040
MROH8;1267
NOP56;4696
MANBAL;3822
IDH3B;5660
MAPRE1;6725
JAG1;914
CDK5RAP1;1262
SNTA1;860
OXT;12
TTI1;3389
E2F1;1820
RPRD1B;3030
PXMP4;1495
CHMP4B;7659
BPI;0
CST9L;2
SLC32A1;1
CST3;12018
ASIP;13
CST4;0
ACTR5;487
WFDC2;39401
AHCY;16787
PPP1R16B;4397
SPINT3;0
FAM83D;2786
EPPIN;33
DHX35;1036
DNTTIP1;2713
MAP1LC3A;1563
SYNDIG1;1411
PIGU;1774
TNNC2;22
ACOT8;2317
APMAP;3911
CELF4;391
ZNF516;433
CDH20;11
ADNP2;827
RBFA;153
USP14;1754
VAPA;6042
METTL4;496
LPIN2;1997
SMCHD1;1102
MYOM1;70
MYL12A;15403
CEP76;356
ST8SIA5;125
CEP192;1119
RNMT;2146
SMAD7;1970
LIPG;146
LAMA1;148
RNF125;440
ANKRD12;901
NOL4;4
POLI;815
MIB1;1065
RBBP8;3341
RIOK3;3857
CSTF2;829
H2BW2;1
MXRA5;12246
VSIG1;10
PSMD10;2140
ATG4A;316
STS;449
TBL1X;2223
GPR143;466
PGRMC1;4280
POLA1;698
MID1;668
NKAP;717
RHOXF1;0
NXT2;830
GUCY2F;0
ATP1B4;0
MCTS2P;0
ALG13;1007
PRPS2;1897
TLR8;107
MOSPD1;459
AMMECR1;1110
CHRDL1;1110
WDR13;1612
SUV39H1;619
PAGE4;0
SRPX;423
GLRA2;0
XIAP;3471
STAG2;7170
ATP11C;509
2,00 MCF;3
F9;0
ABCD1;1169
CCDC22;850
CACNA1F;54
SYP;27
PLP2;5482
BMX;6
LUZP4;0
PLS3;1850
NAA10;597
RENBP;258
ELF4;5404
SMARCA1;964
MTMR8;25
ASB9;22
ZC3H12B;30
RBBP7;5567
PPP1R2C;0
KCND1;166
OPN1LW;3
SLC25A14;270
FMR1;3288
PIM2;940
SCML2;158
SLC35A2;1928
PQBP1;2487
RS1;6
PCSK1N;655
EMD;2780
TAZ;831
RAB40AL;1
1,00 PGK;28180
GATA1;2
MAGT1;2777
SMS;9724
PHEX;35
UBL4A;2084
CD99L2;1923
EEA1;749
GPR50;2
RP2;621
JADE3;638
CDK16;7376
USP11;5386
PCYT1B;30
BRS3;255
HTATSF1;2339
VGLL1;270
CD40LG;15
TIMP1;9316
KLHL4;27
GABRE;1394
PCDH11X;0
FGD1;1501
PIN4;802
PORCN;1288
ITIH6;2
MAGED2;5606
RBM3;6382
KLF8;167
SRPX2;1005
SYTL4;254
ZDHHC15;141
CENPI;170
DRP2;72
TAF7L;9
PBDC1;474
GLA;845
ARMCX3;1152
BEX4;2158
RUBCNL;136
NALCN;189
FGF14;163
HTR2A;12
NDFIP2;2628
TNFSF13B;270
FNDC3A;1317
MLNR;0
CDADC1;188
CAB39L;228
KLF5;3938
STK24;10699
ACP5;918
DNAJC3;1117
UGGT2;549
ARHGEF7;1498
FGF9;66
SGCG;7
PARP4;3244
SUPT20H;2326
MRPS31;672
SLC25A15;669
KPNA3;1587
FLT1;919
RGCC;969
VWA8;836
DGKH;364
KATNAL1;327
INTS6;1284
ACOD1;0
DHRS12;141
MEDAG;388
TSC22D1;9744
CLN5;1091
OLFM4;0
MSLN;7225
MGRN1;2881
ZNF629;1821
TRADD;463
HSF4;123
CORO1A;1351
MAPK3;2716
GDPD3;111
ELMO3;839
MT4;0
PHKB;1263
LYRM1;4533
NUTF2;4560
NUP93;1721
CENPT;801
TSNAXIP1;120
NFAT5;465
LONP2;2302
N4BP1;1245
CBLN1;11
ARL2BP;2170
PLLP;2817
ZNF423;225
CCL22;21
DHODH;353
CCL17;3
CTCF;2040
ACD;498
POLR2C;1730
PARD6A;80
ZNF821;165
MMP15;1282
USB1;1324
CYB5B;1812
CCDC113;367
PRSS54;46
NME3;713
NDRG4;711
PSMD7;2110
SETD6;1281
SLC38A7;869
VAC14;2401
HAS3;1001
TANGO6;181
COG4;1438
SMPD3;40
SLC7A6OS;688
SLC7A6;761
PLA2G15;999
ESRP2;693
FA2H;191
WDR59;1014
MON1B;2894
CMC2;523
AXIN1;1370
HCFC1R1;2164
NPRL3;2389
MLYCD;764
MPG;1309
NECAB2;13
HSDL1;718
TAF1C;1992
NAGPA;305
WFDC1;59
SEC14L5;12
COTL1;3063
USP10;3682
CRISPLD2;1860
TSC2;4677
ZNF500;369
AC069335.1;2
NME4;1453
ABCC1;3565
NOMO3;142
LMF1;326
FOXF1;38
CIAO3;730
MTHFSD;673
CLCN7;2627
HAGHL;766
ANTKMT;362
SLC7A5;4678
METRN;1077
FBXO31;843
STUB1;3552
RHBDL1;46
NUBP1;1074
UBE2I;3684
ZP2;0
MEFV;11
CRYM;1
EEF2K;1705
CAPN15;1436
PIEZO1;6300
GSPT1;6431
ZNF174;318
CLUAP1;445
UBFD1;2404
PRSS33;346
EARS2;864
ELOB;5881
GGA2;1781
AQP8;0
CPPED1;997
USP31;492
HMOX2;1079
DNAJA3;1735
CORO7-PAM16;0
BFAR;2919
SALL1;19
TOX3;2
RRN3P2;3
RBL2;2152
QPRT;1433
XYLT1;441
PYCARD;974
RPGRIP1L;337
MAZ;8775
STX4;709
CDIPT;3540
BCKDK;1862
KAT8;1152
NOMO1;1678
IL21R;105
SYT17;338
TMC5;125
CCP110;713
VPS35L;2550
SLC6A2;2
RNF40;3091
KNOP1;1662
AQP9;583
AAGAB;1651
IQCH;105
LACTB;481
CORO2B;668
CSK;3972
HERC1;1753
TRIP4;849
MTFMT;592
RASL12;131
AP3B2;365
ACSBG1;2764
IGDCC4;220
RAB11A;5703
CTSH;3120
GOLGA8UP;0
TTC23;416
CD276;9402
FAH;865
CEMIP;3259
RPAP1;917
HOMER2;2191
EHD4;1956
TMEM87A;1569
ZNF106;1429
CEP152;239
ATP8B4;93
OCA2;48
DTWD1;799
TGM5;4
FAM189A1;103
GABPB1;1156
TJP1;2588
BMF;679
DMXL2;629
SCG3;6
DNAJC17;491
EIF3J;1737
SPG11;1492
RHOV;16
VPS18;1139
OIP5;148
SLC30A4;161
BLOC1S6;939
MYEF2;1977
SGK3;84
PDGFRL;781
CSPP1;298
ZDHHC2;771
BRF2;657
TRIM35;463
ZFAND1;731
RP1;57
CA2;327
FZD3;776
INTS9;570
RIPK2;1135
EYA1;9
NBN;1915
TRPA1;68
CPQ;915
DECR1;1222
CALB1;4
BPNT2;4786
SFRP1;162
LAPTM4B;38791
UBE2W;1188
POP1;374
NIPAL2;1486
IKBKB;1697
PLAT;5187
JPH1;188
4,00 DKK;0
STK3;1822
GDAP1;140
RAB2A;5149
EIF3E;21931
EMC2;1904
ESRP1;7916
CCN4;561
NDRG1;24370
ZC2HC1A;658
IL7;137
STMN2;4
ARMC1;1056
TRPS1;5923
SPAG1;772
CHRAC1;4755
NCALD;1423
SNX16;237
GML;0
UBR5;5875
GSDMD;2445
GFUS;4847
PYCR3;2050
EEF1D;41423
ANXA13;32
SQLE;4174
SH2D4A;517
INTS10;1045
ERI1;445
SLC39A14;4840
MTMR9;326
LEPROTL1;1183
DCTN6;569
R3HCC1;624
GSR;1131
TNFRSF10A;234
UBXN8;261
PPP2CB;2013
ERICH1;715
NEFM;2
TUSC3;1292
ARHGEF10;17
KLHDC4;807
MCM4;5364
ADAM2;0
KCTD9;515
FGL1;0
ASAH1;3297
BNIP3L;3143
MAN2B1;2360
KCNN4;233
TULP2;1
NUCB1;7288
DHDH;44
GYS1;2122
MAP4K1;276
CGB2;0
ECH1;3248
HNRNPL;8065
NFKBIB;774
LHB;0
CGB3;1
TUBB4A;271
SARS2;222
KCNA7;3
SNRNP70;3536
CLPTM1;5647
RELB;1132
CLASRP;1067
LIN7B;34
PPP1R37;1396
FCGRT;2765
PIH1D1;1001
CKM;1
ARHGEF18;1074
PPP1R13L;687
PEX11G;239
ERCC2;892
DOT1L;2177
PLEKHJ1;2118
SLC17A7;7
RNASEH2A;4
KLC3;286
CD37;1035
SF3A2;6957
AMH;314
DKKL1;9
LYL1;174
OAZ1;13166
TRMT1;1402
STX10;1410
RETN;0
FCER2;2
DMPK;719
CLEC4M;2
RSPH6A;3
TBC1D17;2041
IL4I1;1263
TLE6;69
CCDC130;987
PTOV1;4979
TLE5;12291
NOVA2;792
SGTA;2912
KIR3DX1;0
LILRB1;253
MED25;3642
LILRA1;59
SNAPC2;1380
C19orf53;4425
TIMM44;1796
CCDC61;228
IL27RA;865
ASF1B;2479
TNNT1;489
VRK3;844
FAM32A;3397
PPP6R1;2818
C19orf44;1468
MED26;523
OLFM2;934
RASAL3;210
AKAP8;940
EPHX3;30
ILVBL;2153
ZNF419;148
SYDE1;785
CASP14;1
SLC1A6;0
AURKC;8
POP4;1422
CCNE1;631
URI1;2632
PDCD5;2895
ANKRD27;2605
RPS16;80849
TIMM50;4965
LGALS13;0
FBL;9756
DYRK1B;3605
CLC;0
CCNP;82
GPI;27013
AKT2;8740
PLD3;10458
PRX;239
PIAS4;854
NUMBL;2116
EBI3;53
YJU2;483
SHD;2
TBCB;4573
FSD1;47
POLR2I;3335
OVOL3;42
CLIP3;2518
ZFR2;2
SLC1A5;3722
PRKD2;1502
TJP3;1458
APLP1;1156
CACTIN;968
CCDC9;475
HNRNPUL1;10783
FZR1;1312
BBC3;277
TGFB1;3959
DENND3;886
DMAC2;1835
CEACAM4;8
PLIN3;2012
MYH14;6635
MRPL4;5686
SIGLEC8;41
CD79A;10
LIM2;0
ICAM4;51
RPS19;23238
NOP53;9562
NKG7;96
ICAM5;355
ETFB;386
CD33;148
CEACAM5;3
CRX;1
BABAM1;683
TYK2;2366
SULT2A1;1
CDC37;4363
NAPA;1963
RABAC1;278
ATP1A3;54
MEIS3;393
PTPRS;4996
CNFN;44
ZNRF4;1
MEGF8;1327
KDELR1;11123
CYTH2;2150
GRWD1;1502
GRIN2D;140
SYNGR4;9
CLEC11A;1094
CCDC114;106
CARD8;756
LIG1;1445
SIGLEC6;3
ZNF175;353
PLA2G4C;191
SIGLEC5;2
CABP5;0
HAS1;1
RAB3D;3381
DBP;2219
TMEM205;2345
CAPS;1230
PLPPR2;1525
FAM83E;265
RASIP1;534
THEG;0
FGF21;2
BCAT2;849
MIER2;601
PLEKHA4;1365
PPP2R1A;8641
TNPO2;4688
WDR83OS;3
CACNG7;1
GCDH;811
LILRB5;27
KLF1;14
DNASE2;2720
MAST1;319
LENG1;428
PRPF31;1605
TFPT;588
JAK3;477
RPL18A;78604
SLC5A5;523
KCNN1;22
ARRDC2;862
PIK3R2;4
RAB3A;241
PDE4C;0
ISYNA1;3735
ELL;1175
CRTC1;1956
COMP;1138
UPK1A;3
COPE;6179
DDX49;2514
ETV2;66
ATP4A;7
ARMC6;1790
TMEM147;4171
GAPDHS;181
ELOCP28;1
MAG;100
TMEM59L;27
HAMP;26
USF2;8340
LSR;11283
KXD1;3365
FKBP8;13122
SUGP1;1205
HPN;389
ZNF14;346
SCN1B;242
PBX4;83
ERF;3301
GSK3A;2000
ATP13A1;5057
ZNF574;973
GRIK5;369
SIPA1L3;5765
ZNF85;279
ETHE1;746
CADM4;516
SMG9;787
AVL9;2244
RUNDC3B;29
CFAP69;148
GTPBP10;1114
RASA4;24
CDK6;947
PMPCB;4437
DNAJC2;2117
TFPI2;702
BET1;1143
NAMPT;2644
POLR1F;1025
PIK3CG;267
PON3;7
PON2;2572
ITGB8;11829
HBP1;4048
DUS4L;126
SP4;431
WDR91;1360
DNAH11;892
CBLL1;1803
DLX5;26
MTPN;6334
STEAP1B;15
PTN;201
MPP6;507
GSDME;269
ATP6V0A4;91
ZC3HAV1;1938
TTC26;492
OGDH;5650
NPVF;0
ADAP1;238
TFEC;217
H2AZ2;7773
CAV2;892
CAV1;1298
MET;407
RNF32;410
LMBR1;2849
NHP2P1;16
WNT2;195
HOXA1;13
DNAJB6;4596
HOXA2;15
HOXA3;135
LFNG;445
HOXA5;88
HOXA6;2
BRAT1;1378
IQCE;746
ANKRD7;19
VIPR2;194
TSPAN12;1556
SSBP1;4064
HOXA13;0
CPED1;141
EVX1;0
HIBADH;2165
TAX1BP1;4273
CPVL;1188
CHN2;6
GRB10;1158
ABHD11;3949
COBL;741
FKBP14;393
PLEKHA8;294
STX1A;283
NOD1;455
GARS1;4892
CRHR2;0
EPHB6;1746
MINDY4;26
GHRHR;3
NSUN5P2;771
CASP2;2933
CHCHD2;13941
CCL24;10
HSPB1;31447
NPTX2;152
PDAP1;8798
BUD31;4738
PTCD1;2253
CYP3A5;519
ZKSCAN1;4469
EIF3B;5408
SNX8;911
NUDT1;293
PTPRZ1;7
TAF6;4171
WASL;2866
HYAL4;0
SPAM1;0
AIMP2;1570
TFR2;138
FSCN3;4
MOSPD3;1471
PAX4;0
PCOLCE;5229
FBXO24;48
PPP1R17;0
RBM28;1364
USP42;514
IMPDH1;1863
AGFG2;1335
5,00 LSM;1161
SERPINE1;3055
AP1S1;2407
MOGAT3;0
C1GALT1;386
PLOD3;4434
RPA3;702
ZNHIT1;6420
CLDN15;243
NOBOX;0
GLCCI1;134
MYL10;0
PHF14;740
NRF1;551
TMEM106B;1569
EZH2;1483
CEP41;1197
ZNF862;2229
SFRP4;3454
MEST;1760
MEOX2;52
ANKMY2;266
ACTR3C;527
POU6F2;1
TSPAN13;423
RARRES2;4209
AC004837.1;0
AGR2;1
AHR;1653
CHCHD3;3376
GIMAP2;130
TMEM176B;4258
GLI3;1394
PSMA2;25
MRPL32;981
COA1;1605
BLVRA;762
URGCP;1036
TMEM248;5101
STAG3L4;169
RHEB;9489
PRKAG2;2148
AEBP1;27799
POLD2;4619
MYL7;0
GCK;10
BCL7B;2067
YKT6;3358
TBL2;2118
GALNTL5;0
CLIP2;3225
EIF4H;9069
LIMK1;2554
SPATA6L;79
SLC1A1;48
LHX2;7
FKTN;1070
FSD1L;292
CNTNAP3;106
SPIN1;8379
NMRK1;408
TMEM245;4318
